2 100 -20 20 100
-100.0 -100.0 1.9870125982792965
-100.0 -80.0 1.9870125982792965
-100.0 -60.0 1.9870125982792965
-100.0 -40.0 1.9870125982792965
-100.0 -20.0 1.9870125982792965
-100.0 0.0 1.9870125982792965
-100.0 20.0 1.9870125982792965
-100.0 40.0 1.9870125982792965
-100.0 60.0 1.9870125982792965
-100.0 80.0 1.9870125982792965
-80.0 -100.0 -0.965887648157444
-80.0 -80.0 -0.965887648157444
-80.0 -60.0 -0.965887648157444
-80.0 -40.0 -0.965887648157444
-80.0 -20.0 -0.965887648157444
-80.0 0.0 -0.965887648157444
-80.0 20.0 -0.965887648157444
-80.0 40.0 -0.965887648157444
-80.0 60.0 -0.965887648157444
-80.0 80.0 -0.965887648157444
-60.0 -100.0 -0.916794336737451
-60.0 -80.0 -0.916794336737451
-60.0 -60.0 -0.916794336737451
-60.0 -40.0 -0.916794336737451
-60.0 -20.0 -0.916794336737451
-60.0 0.0 -0.916794336737451
-60.0 20.0 -0.916794336737451
-60.0 40.0 -0.916794336737451
-60.0 60.0 -0.916794336737451
-60.0 80.0 -0.916794336737451
-40.0 -100.0 -2.246821374032151
-40.0 -80.0 -2.246821374032151
-40.0 -60.0 -2.246821374032151
-40.0 -40.0 -2.246821374032151
-40.0 -20.0 -2.246821374032151
-40.0 0.0 -2.246821374032151
-40.0 20.0 -2.246821374032151
-40.0 40.0 -2.246821374032151
-40.0 60.0 -2.246821374032151
-40.0 80.0 -2.246821374032151
-20.0 -100.0 1.3601852345161536
-20.0 -80.0 1.3601852345161536
-20.0 -60.0 1.3601852345161536
-20.0 -40.0 1.3601852345161536
-20.0 -20.0 1.3601852345161536
-20.0 0.0 1.3601852345161536
-20.0 20.0 1.3601852345161536
-20.0 40.0 1.3601852345161536
-20.0 60.0 1.3601852345161536
-20.0 80.0 1.3601852345161536
0.0 -100.0 2.0
0.0 -80.0 2.0
0.0 -60.0 2.0
0.0 -40.0 2.0
0.0 -20.0 2.0
0.0 0.0 2.0
0.0 20.0 2.0
0.0 40.0 2.0
0.0 60.0 2.0
0.0 80.0 2.0
20.0 -100.0 0.27214301273741415
20.0 -80.0 0.27214301273741415
20.0 -60.0 0.27214301273741415
20.0 -40.0 0.27214301273741415
20.0 -20.0 0.27214301273741415
20.0 0.0 0.27214301273741415
20.0 20.0 0.27214301273741415
20.0 40.0 0.27214301273741415
20.0 60.0 0.27214301273741415
20.0 80.0 0.27214301273741415
40.0 -100.0 -0.420930872576896
40.0 -80.0 -0.420930872576896
40.0 -60.0 -0.420930872576896
40.0 -40.0 -0.420930872576896
40.0 -20.0 -0.420930872576896
40.0 0.0 -0.420930872576896
40.0 20.0 -0.420930872576896
40.0 40.0 -0.420930872576896
40.0 60.0 -0.420930872576896
40.0 80.0 -0.420930872576896
60.0 -100.0 -2.8928575849231746
60.0 -80.0 -2.8928575849231746
60.0 -60.0 -2.8928575849231746
60.0 -40.0 -2.8928575849231746
60.0 -20.0 -2.8928575849231746
60.0 0.0 -2.8928575849231746
60.0 20.0 -2.8928575849231746
60.0 40.0 -2.8928575849231746
60.0 60.0 -2.8928575849231746
60.0 80.0 -2.8928575849231746
80.0 -100.0 0.5243386728012537
80.0 -80.0 0.5243386728012537
80.0 -60.0 0.5243386728012537
80.0 -40.0 0.5243386728012537
80.0 -20.0 0.5243386728012537
